input,output,input_processed,is_divorce,law_topic,topic_name,topic_probability,announce_date,law_intent,intent_label
부정한 행위의 범위와 그 평가 기준은 무엇인가요?,민법 제840조 제1호의 배우자의 부정한 행위는 간통을 포함하여 간통에 이르지 않아도 부부의 정조의무에 충실하지 않은 일체의 행위를 포함하는 보다 넓은 개념입니다. 부정한 행위인지 여부는 각 구체적 사안에 따라 그 정도와 상황을 참작하여 평가해야 합니다. (대법원 2013. 11. 28. 선고 2010므4095 판결 참조),부정 행위 범위 평 기준,1,1,부정행위 및 제3자 개입 책임,0.61787575,2020-11-04T09:00:00.000+09:00,금액·산정,3
상담 후 바로 소송을 진행할 수 있나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
위자료 청구 시 예상되는 소송 비용은 얼마나 되나요?,,,,1,위자료 및 손해배상 청구,,,금액·산정,3
친권 회복 후 위자료 반환 청구에 대한 법적 근거는 무엇인가요?,"친권 회복 후 위자료 반환 청구는 민법 제103조에 따라 선량한 풍속 기타 사회질서에 반하는 약정은 무효가 되는 원칙에 의해 판단됩니다. 즉, 부모가 친권 회복을 위해 약정한 위자료의 두 배 지급 조항이 자녀의 복리를 제한하는 경우 이는 무효로 인정됩니다.",친권 회복 위자료 반환 청구 법적,1,3,부정행위의 법률적 근거,0.89906216,2019-11-28T09:00:00.000+09:00,증거·입증,2
온라인 상담은 어떻게 신청하나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
이혼 후 일정 기간 내에 청구하지 않으면 무효인가요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,기간·시효,4
혼인 무효와 취소의 차이는 뭔가요?,,,,3,부정행위의 법률적 근거,,,개념·범위·기준,7
상담 중 비밀이 유지되지 않는 상황이 있나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
상담 도중 다른 주제로 바꿔도 되나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
부정행위의 존재를 입증하기 위한 법률적 요건은 무엇인가요?,"부정행위의 존재를 입증하기 위해서는 부부 사이에서의 신뢰와 의무가 침해되었음을 보여야 합니다. 이는 간통과 같은 명백한 부정행위 외에도, 배우자와의 부정한 관계를 형성하거나 유지한 행위를 포함하여 그 행위의 상황과 맥락에 따라 판단됩니다. 대법원 2013. 11. 28. 선고 2010므4095 판결에서도 각 사안의 구체적 상황에 따라 부정행위 여부가 평가되어야 한다고 명시하였습니다.",부정행위 존재 입증 법률,1,2,위자료 및 손해배상 청구,0.48712724,2016-03-04T09:00:00.000+09:00,절차·방법,1
부정행위가 부부 공동생활을 침해하기 위해 필요한 요건은 무엇인가요?,"부정행위가 부부 공동생활을 침해하여 불법행위가 성립하기 위해서는, 제3자가 부부의 일방과 성적인 행위를 통해 혼인의 본질인 부부공동생활을 침해하거나 유지를 방해하고, 그로 인해 배우자의 권리가 침해되어야 합니다. 대법원 2014. 11. 20. 선고 2011므2997 전원합의체 판결에 따르면, 이는 간통을 포함하는 보다 넓은 개념으로, 부부의 정조의무를 충실히 지키지 않는 모든 불법행위가 포함됩니다.",부정행위 부부 생활 침해,1,1,부정행위 및 제3자 개입 책임,0.4451667,2020-11-19T09:00:00.000+09:00,절차·방법,1
부부공동생활 유지의무의 법적 효력 범위는 어떻게 되나요?,"부부공동생활 유지의무의 법적 효력 범위는 민법 제826조 및 대법원 판례에 근거하여, 부부는 성적으로 성실해야 할 의무가 있으며, 이에 위반하는 경우에는 상대방이 정신적 고통을 받을 경우 위자료 청구를 할 수 있는 권리를 가집니다. 부부는 서로를 보호하고 협력하여 혼인관계를 유지해야 하므로, 부정행위가 발생한 경우 그로 인해 발생한 정신적 고통에 대해 책임을 물을 수 있습니다.",부부 공동 생활 유지 의무 법적 범위,1,1,부정행위 및 제3자 개입 책임,0.6510869,2021-11-19T09:00:00.000+09:00,가능 여부 판단,0
카카오톡 대화가 증거로 인정되나요?,,,,2,부정행위 및 제3자 개입 책임,,,증거·입증,2
이혼 소송 절차는 어떻게 시작하나요?,,,,3,부정행위의 법률적 근거,,,절차·방법,1
법에서 말하는 유책주의는 어떤 의미인가요?,,,,3,부정행위의 법률적 근거,,,개념·범위·기준,7
제3자가 부부의 일방과 부정행위를 하여 주는 손해배상 책임이 인정될 수 있는 조건은 무엇인가요?,"제3자가 부부의 일방과 부정행위를 함으로써 부부공동생활을 침해하거나 유지를 방해하고, 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가한 경우에는 불법행위를 구성하게 되어 손해배상 책임이 인정됩니다. 이는 대법원의 판례(대법원 2014. 11. 20. 선고 2011므2997 전원합의체 판결)를 참고한 것입니다.",부부 일방 부정행위 주다 손해배상 책임 제3자가,1,1,부정행위 및 제3자 개입 책임,0.91838753,2022-09-01T09:00:00.000+09:00,가능 여부 판단,0
양육비 계산 시 보험금이나 보너스도 포함되나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,금액·산정,3
"제3자가 부부의 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해한 경우, 이에 대한 법적 책임은 무엇인가요?","대법원 판례(2015. 5. 29. 선고 2013므2441)에 따르면, 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하고 그에 대한 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 따라서, 부정행위를 한 제3자는 그로 인해 배우자가 입은 정신적 손해를 배상할 책임이 있습니다.",부부 일방 부정행위 혼인 본질 해당 생활 침해 법적 책임 제3자가,1,1,부정행위 및 제3자 개입 책임,0.93730485,2019-04-02T09:00:00.000+09:00,법적 근거·조문,6
부부공동생활 파탄을 초래한 제3자의 행위에 대한 법률효력범위는 무엇인가요?,"부부공동생활 파탄을 초래한 제3자의 행위는 불법행위로 인정되며, 이에 따른 법적 책임으로서 손해배상을 청구받을 수 있습니다. 이러한 법률효력은 피해자로 하여금 정신적 고통에 대한 위자료를 청구할 수 있는 권리를 부여하며, 법원은 손해배상을 명령할 권한을 가집니다. 이는 제3자의 부정행위로 인한 부부 일방의 권리 침해를 보호하고, 공정한 손해 배상을 보장하기 위한 것입니다.",부부 공동 생활 파탄 초래 행위 법률 범위 제3자의,1,1,부정행위 및 제3자 개입 책임,0.6025992,2016-06-24T09:00:00.000+09:00,기간·시효,4
부부 공동재산의 기준은 어떻게 정하나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,개념·범위·기준,7
부정행위로 인해 받는 정신적 고통에 대한 배상책임을 피하려면 어떻게 해야 하나요?,"부정행위로 인해 받는 정신적 고통에 대한 배상책임을 피하려면, 부정행위가 없었다는 것을 입증할 수 있는 증거를 제시해야 합니다. 예를 들어, 통화 내역, 문자메시지 내역, 위치 기록 등 본인이 부정행위를 하지 않았음을 입증할 수 있는 객관적인 증거를 제출해야 합니다. 또한 상대방의 주장에 대한 반박 기회를 사용하여 사실을 명확히 해야 합니다.",부정행위 받다 정신 고통 배상 책임 피하 려면 하나요,1,1,부정행위 및 제3자 개입 책임,0.93724287,2021-09-29T09:00:00.000+09:00,절차·방법,1
"재산분할 청구에서 불법행위로 인한 손해배상 청구가 함께 이루어진 경우, 그 영향은 무엇인가요?","재산분할 청구와 불법행위로 인한 손해배상 청구가 함께 이루어진 경우, 두 청구는 독립적으로 판단됩니다. 재산분할은 공동재산의 적정 분할을 목적으로 하고, 손해배상 청구는 개인의 잘못에 의한 피해 회복을 목적으로 합니다. 민법 제832조에 따라 불법행위에 의한 손해액은 손해배상이 이루어진 후 재산분할에 반영되지 않음을 주의해야 합니다.",재산 분할 청구 불법행위 손해배상 이루어지다 영향,1,0,이혼 시 금전 문제 (재산분할·양육비),0.5026322,2010-11-11T09:00:00.000+09:00,제재·구제수단,5
이혼 신청은 본인이 직접 해야 하나요?,,,,3,부정행위의 법률적 근거,,,절차·방법,1
"배우자가 있는 사람과의 부정행위로 인해 한 당사자가 정신적 고통을 겪었을 경우, 제3자는 어떤 법적 책임을 질 수 있나요?","한국의 법리에 따르면, 제3자가 타인의 부부공동생활에 개입하여 그 파탄을 초래하거나 그 유지를 방해하여 배우자에게 정신적 고통을 발생시킬 경우 이는 불법행위에 해당합니다. 대법원 판례(2011므2997)에 따르면, 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질인 부부공동생활을 침해하거나 방해하는 행위는 불법행위를 구성하며, 이에 따라 제3자는 손해배상 책임을 질 수 있습니다.",배우자 사람 부정행위 당사자 정신 고통 겪다 법적 책임 제3자는,1,2,위자료 및 손해배상 청구,0.5244069,2023-02-07T09:00:00.000+09:00,법적 근거·조문,6
상담을 받으면 바로 소송 절차로 이어지나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
이혼의 본질은 계약 해지인가요?,,,,3,부정행위의 법률적 근거,,,개념·범위·기준,7
이혼 조정이 불성립되면 재판으로 자동 이행되나요?,,,,3,부정행위의 법률적 근거,,,절차·방법,1
"배우자가 상간자와의 부정행위로 인해 정신적 고통을 겪었을 때, 위자료 청구가 가능한 조건은 무엇인가요?","배우자가 상간자와의 부정행위로 인해 정신적 고통을 겪고 손해를 입었을 경우, 부정행위가 원인이 되어 혼인관계가 파탄에 이른 경우에 위자료 청구가 가능합니다. 이때 부정행위의 내용과 기간, 경위와 과정, 혼인관계 등을 근거로 위자료 액수가 결정됩니다.",배우자 간자 부정행위 정신 고통 겪다 위자료 청구,1,2,위자료 및 손해배상 청구,0.92421937,2018-02-08T09:00:00.000+09:00,가능 여부 판단,0
"제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해한 경우, 불법행위로 인정되기 위한 조건은 무엇인가요?","대법원 판례에 따르면, 제3자가 부부의 일방과 부정행위를 함으로써 부부공동생활을 침해하거나 그 유지를 방해한 경우 이는 불법행위로 인정됩니다. 부정행위란 간통을 포함하여 부부의 정조의무에 충실하지 않는 모든 행위를 의미하며, 이는 각 사안의 정도와 상황을 고려하여 판단됩니다. 예를 들어, 제3자가 배우자가 있는 사람과 지속적인 연인관계를 유지하는 경우 이는 부정행위로 인한 불법행위로 평가될 수 있습니다.",부부 일방 부정행위 혼인 본질 해당 생활 침해 불법행위 제3자가,1,1,부정행위 및 제3자 개입 책임,0.9290954,2022-04-06T09:00:00.000+09:00,가능 여부 판단,0
제3자가 부부 일방과 부정행위를 하여 정신적 고통을 준 경우 손해배상 청구의 법적 근거는 무엇인가요?,제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하고 그에 대한 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 이는 대법원 2014. 11. 20. 선고 2011므2997 전원합의체 판결을 참조한 것입니다.,부부 일방 부정행위 정신 고통 손해배상 청구 법적 제3자가,1,1,부정행위 및 제3자 개입 책임,0.5450615,2016-12-01T09:00:00.000+09:00,제재·구제수단,5
재산분할의 적법성을 검토하는 기준은 무엇인가요?,"재산분할의 적법성은 민법 제839조의2 제2항에 따라 상당한 정도를 벗어나는지 여부로 판단됩니다. 즉, 혼인 중 형성된 공동재산의 공정한 청산을 통해 이루어져야 하며, 과도한 재산이전이 이루어진 경우에는 사해행위로 간주될 수 있습니다. 이때, 채권자는 부당한 재산분할 사실을 입증해야 하며, 이혼 당시의 재산 상태와 기여도를 종합적으로 고려해야 합니다.",재산 분할 법성 검토 기준,1,0,이혼 시 금전 문제 (재산분할·양육비),0.7891917,2019-07-11T09:00:00.000+09:00,금액·산정,3
